用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
叮***g,,"<div class=""comment-star star3""></div>",昨晚下单今天就收到了，就近发货物流没的说。但是吧，这是被打开过吧？？？这都贴不到一块了，盒子还有扯坏的痕迹，这是渡劫回来了吗?看看效果吧，我实在是懒得换，虽然包装乱七八糟里面东西还好，将就一下吧。,2022-04-23 20:42:36.357,,【焕白因子】美白保湿黑面膜,,,
T***p,,"<div class=""comment-star star2""></div>",不知道是不是正品，第一次用这个牌子，就是脸上长痘痘破了用的时候又痒又痛，刺刺的疼，怪难受的,2022-04-23 20:42:36.463,美白黑炭面膜10片,,2017-01-08 18:29,,
辉***文,,"<div class=""comment-star star3""></div>",一共买了四盒，不同种类的，有两个盒子有点破的，有两个根本没有封口胶的。。。担心是不是正品。。。。,2022-04-23 20:42:36.570,,美白黑炭面膜,,,
****3,,"<div class=""comment-star star3""></div>",刚送来的时候打开看发现盒子有被压过的迹象还有快递员态度有点不好面膜我才敷了一张没看出什么效果,2022-04-23 20:42:36.691,美白黑炭面膜10片,,2018-05-02 13:38,,
u***q,PLUS会员,"<div class=""comment-star star3""></div>",一般吧，之前没用过这款，没蓝色的好用。面膜纸有点小，不知道是不是因为是活动款,2022-04-23 20:42:36.813,美白黑炭面膜,,,,2019-02-16 10:41
三***3,PLUS会员,"<div class=""comment-star star3""></div>","不是很好,用了之后脸有点泛红,不是很喜欢,有点怀疑是不是正品",2022-04-23 20:42:36.957,美白黑炭面膜10片,,2016-12-27 10:56,,
国***静,PLUS会员,"<div class=""comment-star star3""></div>",包装成这个样子，我也是无语了，还是京东自营。还没用，好用的话会再来评论，但是希望包装这种东西能处理好，毕竟是品牌门面。,2022-04-23 20:42:37.107,,美白黑炭面膜10片,,2018-05-02 11:02,
愚***土,,"<div class=""comment-star star2""></div>",打开箱子发现包装盒被拆开了，并且面膜的袋子和之前买的颜色有色差，我也不知道为什么,2022-04-23 20:42:37.790,,美白黑炭面膜10片,,2017-06-01 20:43,
****6,,"<div class=""comment-star star2""></div>",包装明显被打开了，还有一个连封贴都没有，不知道会不会有真假混合的情况，质量堪忧,2022-04-23 20:42:37.901,,【焕白因子】美白保湿黑面膜,,,
u***l,,"<div class=""comment-star star3""></div>",敷完以后。感觉面部有点。热。不知道为什么好像也没什么作用。,2022-04-23 20:42:38.009,美白黑炭面膜10片,,,,
冯***栋,PLUS会员,"<div class=""comment-star star2""></div>",面膜不是很好，似乎不是真的。和以前的面膜相比要小些。并且乳液的量少了很多。,2022-04-23 20:42:38.115,美白黑炭面膜10片,,2018-02-13 18:49,,
p***a,PLUS会员,"<div class=""comment-star star2""></div>",有点粘稠的糊脸的感觉，并不怎么补水，还不如台湾的森田好用啊，不会再买了,2022-04-23 20:42:38.215,美白黑炭面膜10片,,2017-07-13 02:39,,
****e,,"<div class=""comment-star star3""></div>",效果不知道怎么样，领到快递就不开心了，怎么会没有封口呢，关键是还是开着的，有点失望。,2022-04-23 20:42:38.328,,【焕白因子】美白保湿黑面膜,,,
再***飞,,"<div class=""comment-star star2""></div>",包装差极了，密塑的那个包装都没有，我一打开快递盒面膜都撒了一地，是否正品也查不出来，二维码也扫不出来，我也是醉了,2022-04-23 20:42:38.429,【补水提亮】美白保湿黑面膜,,2020-07-06 22:19,,
h***9,PLUS会员,"<div class=""comment-star star3""></div>",买了不久，又降价了，唉,2022-04-23 20:42:38.525,【提亮焕肤】美白保湿黑面膜,,2021-08-14 20:58,,
印***戈,,"<div class=""comment-star star2""></div>",快用完一盒了，也不懂怎么说，好像没有我去香港买的好，但还是勉强凑合着用吧，搞活动挺便宜的，不过京东的服务很好,2022-04-23 20:42:38.630,,美白黑炭面膜,,,
超***子,PLUS会员,"<div class=""comment-star star3""></div>",男士不用考虑不要看广告但凡是个男的脸没那么小的买了3百多才发现男的糊不住,2022-04-23 20:42:38.754,【补水提亮】美白保湿黑面膜,,2020-07-06 19:52,,
h***颜,PLUS会员,"<div class=""comment-star star3""></div>",到的时候盒子都是开口的，上次也是用这款面膜，这次买的水分不够较干，味道怪怪的，感觉不是正品，618，没有便宜,2022-04-23 20:42:39.379,美白黑炭面膜10片,,2018-06-11 11:08,,
s***龍,PLUS会员,"<div class=""comment-star star3""></div>",记不清是第几次购买了不过这次面膜精华液比较少敷不一会就干了,2022-04-23 20:42:39.509,,美白黑炭面膜,,,
G***宝,,"<div class=""comment-star star3""></div>",收到后，今天才试用了一下，五官的孔有点大，用着只是一般以前直在店里面买的，不知道是不是正品，和实体店的有点不一样,2022-04-23 20:42:39.660,,美白黑炭面膜,,,
叫***森,PLUS会员,"<div class=""comment-star star2""></div>",我感觉不好，我还有两片就用完了，所以准备囤起来，但是买回来第一天就用了，跟我在韩国买的还真的挺有差别的，有种刺鼻的味道，哎，京东再也不是一开始的那个京东了,2022-04-23 20:42:39.782,美白黑炭面膜10片,,2017-05-13 22:28,,
M***3,,"<div class=""comment-star star3""></div>",送来包装就这样了、不知道什么原因、买了两盒、还没有用、不清楚效果、第一次用这个品牌面膜！商品不知道是否为正品！,2022-04-23 20:42:39.889,,美白黑炭面膜10片,,2017-09-15 13:51,
****0,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：包装收到的时候全部都压坏了，居然还有面膜压出水了，也是服了使用感受：还没用,2022-04-23 20:42:40.007,【补水提亮】美白保湿黑面膜,,2020-07-10 00:29,,
n***眼,,"<div class=""comment-star star3""></div>",使用感受：你家这个面膜脸型很奇怪?贴合效果：不怎么贴脸，有些奇怪，跟你家补水的脸型不一样,2022-04-23 20:42:40.131,【补水提亮】美白保湿黑面膜,,2020-10-22 23:13,,
未***人,,"<div class=""comment-star star3""></div>",刚用了一片，水份很多，就是用完之后脸上有一层黑屑，我不明白，难道面膜也会掉毛？,2022-04-23 20:42:40.242,美白黑炭面膜10片,,2017-07-12 07:28,,
****e,,"<div class=""comment-star star3""></div>",挺滋润的，比起白色面膜，面膜纸薄一些，但面膜纸不太好，有细小的毛绒。,2022-04-23 20:42:40.359,美白黑炭面膜10片,,2017-08-11 16:55,,
****t,,"<div class=""comment-star star3""></div>",已经用了几片了，也没发现说的那么好的，感觉胶原蛋白的稍微有点效果，补水的跟黑炭美白的没发现说的补水跟美白的效果。,2022-04-23 20:42:40.491,,美白黑炭面膜10片,,2018-01-17 09:01,
牟***长,PLUS会员,"<div class=""comment-star star3""></div>",朋友过生日给送的礼物，效果怎么样，我自己是不知道的啦，但是外包装被挤压变形了，给个三?了，自己用我是不在乎外包，关键送礼，不好拿出手！,2022-04-23 20:42:41.205,美白黑炭面膜10片,,2017-10-30 20:21,,
****3,,"<div class=""comment-star star3""></div>",收到东西后，物品变形，虽不影响其使用，可是买个新的东西，物品变形心里还是有点不舒服,2022-04-23 20:42:41.313,,美白黑炭面膜10片,,2018-04-17 13:48,
k***u,,"<div class=""comment-star star2""></div>",面膜纸换了材质，没有以前好用，精华液也少了。不好用，再不买了,2022-04-23 20:42:41.429,【焕白因子】美白保湿黑面膜,,,,2020-03-19 15:03
u***z,PLUS会员,"<div class=""comment-star star3""></div>",第二次购买，但是这次的包装看起来好喽，每次问客服他都说这样不影响使用是正品，运输途中会有点破损，但是这个明显就是没包装好，而且试问大家想想，如果你用*买了一件衣服，然后售货员给你用塑料袋让你拿走，你是什么心情。那件衣服也是正品。,2022-04-23 20:42:41.529,,美白黑炭面膜10片,,2017-01-16 10:59,
宁***緣,PLUS会员,"<div class=""comment-star star2""></div>",158元3件再**，算下来50元一盒。效果一般，用了皮肤不是很光滑，美白是没有。补水是有。,2022-04-23 20:42:41.639,,美白黑炭面膜,,,
****K,,"<div class=""comment-star star3""></div>",用了两盒了没见效果?,2022-04-23 20:42:41.750,【提亮焕肤】美白保湿黑面膜,,2021-08-22 21:37,,
洪***5,,"<div class=""comment-star star3""></div>",保湿效果实在不怎么样，皮肤干敷了后还是干。美白短时间也看不到效果，买多了。,2022-04-23 20:42:41.855,【焕白因子】美白保湿黑面膜,,,,2020-01-14 22:33
****8,,"<div class=""comment-star star3""></div>",就一个塑料袋子装的，面膜的盒子都破掉了，估计是物流的原因，用过之后感觉有点油，不清爽,2022-04-23 20:42:41.982,美白黑炭面膜10片,,2017-06-21 16:01,,
****h,PLUS会员,"<div class=""comment-star star2""></div>",包装是真的差，怎么京东快递包装也这么差了。感觉都不是正品了。用用再看看效果了，但是没啥心情了，本来是看朋友用的好，才买的。,2022-04-23 20:42:42.092,,【提亮焕肤】美白保湿黑面膜,,2021-06-17 15:23,
枫***丶,PLUS会员,"<div class=""comment-star star3""></div>",黑黑，给老婆买的，感觉她用了没啥效果，可能是心理作用，用了以后变黑了，尴尬啊…,2022-04-23 20:42:42.219,美白黑炭面膜,,,,2019-08-22 22:44
n***r,,"<div class=""comment-star star3""></div>",面膜比较小，我的脸都够小的了，但是还是很大块盖不上，精华没有森田多,2022-04-23 20:42:42.843,透亮黑炭面膜10片,,2016-10-18 23:09,,
****m,,"<div class=""comment-star star2""></div>",买完第二天就降价*，面膜刚用效果还不得而知，就是眼睛和嘴巴处孔太大了，整个眼眶和下巴都是露出来的,2022-04-23 20:42:42.962,美白黑炭面膜10片,,2017-09-04 09:12,,
想***猪,,"<div class=""comment-star star2""></div>",味道有点不对，跟之前韩国带回来的不一样，精华也没那么多，面膜有点干，精华少,2022-04-23 20:42:43.096,美白黑炭面膜10片,,2017-04-02 21:35,,
****4,,"<div class=""comment-star star2""></div>",粉色盒子的密封完好，美白保湿黑面膜，就是那个浅蓝色，盒子没有密封，来的时候就是开着的，很怀疑是不是正品，联系客服，根本就不回复，本来购物很愉快，结果，一言难尽,2022-04-23 20:42:43.211,,【焕白因子】美白保湿黑面膜,,,
****s,,"<div class=""comment-star star2""></div>",感觉用的一般，没有洗产品，宣传说的那么好。然后它上面的那个液体不是纳闷多，感觉有点干,2022-04-23 20:42:43.341,美白黑炭面膜10片,,2017-07-15 23:28,,
u***6,,"<div class=""comment-star star2""></div>",外面纸箱是好的，里面包装都坏的，感觉被拆开过,2022-04-23 20:42:43.453,,【提亮焕肤】美白保湿黑面膜,,2021-10-27 10:09,
2***兔,PLUS会员,"<div class=""comment-star star2""></div>",难道在京东买到假货了？一袋里面两张面膜，而且没什么精华，干巴巴的感觉。蓝色包装的那种还没拆开用，不知道啥情况,2022-04-23 20:42:43.566,美白黑炭面膜,,,,2019-06-25 19:29
****b,,"<div class=""comment-star star3""></div>",用了2片过敏，不敢用,2022-04-23 20:42:43.690,【提亮焕肤】美白保湿黑面膜,,2022-03-05 07:48,,
张***燕,,"<div class=""comment-star star3""></div>",用了才来评的，我和老公都感觉面料和之前在实体店买的有点不一样，不知道是不是心里作用，反正我也是辨别不了真假的,2022-04-23 20:42:43.810,美白黑炭面膜10片,,2018-03-24 21:39,,
化***蝶,PLUS会员,"<div class=""comment-star star2""></div>",一直用的这个牌子，但是炭黑这款第一次用，面膜好干，没啥精华，敷在脸上感觉干瘪瘪的，用过最干的一款吧,2022-04-23 20:42:43.949,,美白黑炭面膜,,,
j***7,,"<div class=""comment-star star3""></div>",买了四包，一包蓝色的粘胶错位，像被打开过，一包黑色的那个外包装盒上，没有粘胶封口，里面的单个黑色那份，没有二维码，其他黄色蓝色三包有的二维码，不知是真的嘛，,2022-04-23 20:42:44.576,,美白黑炭面膜,,,
A***8,PLUS会员,"<div class=""comment-star star3""></div>",每次购买的都不一样，这个黑色的面膜和我之前用的不一样，而且敷面膜之后脸上半天吸收不了，像糖浆一样粘,2022-04-23 20:42:44.696,美白黑炭面膜10片,,2018-05-13 10:44,,
M***U,PLUS会员,"<div class=""comment-star star2""></div>",使用感受：感觉一般吧，没有特别好用贴合效果：还是喜欢软点的，这个觉得贴合效果很一般。,2022-04-23 20:42:44.817,,【焕白因子】美白保湿黑面膜,,,
****飘,PLUS会员,"<div class=""comment-star star2""></div>",精华液挺多，但面膜纸的质量还是跟香港韩国买的不一样，贴起来没有原版的好贴。可能还是便宜的原因,2022-04-23 20:42:44.928,美白黑炭面膜10片,,2018-04-19 07:44,,
穆***紫,,"<div class=""comment-star star3""></div>",之前用的我的心机，感觉还不错，因为京东上的发货时间比较晚，家里面膜又没了，临时决定买这款。效果如何得用过再来评价，但是包装却挺让我失望的。盒子感觉不是原装，盒子底部根本就粘不紧，极度怀疑是散装后期二次包装，真假有待考量。另外，是我的手机问题吗？图片无法上传。,2022-04-23 20:42:45.039,美白黑炭面膜10片,,2018-06-14 10:51,,
j***2,PLUS会员,"<div class=""comment-star star2""></div>",不知道是不是正品，不容易摊开，精华不多，白黑面膜不建议出油的人士使用，黏糊的不行，必须要清洗掉！,2022-04-23 20:42:45.220,,美白黑炭面膜10片,,2017-07-16 00:22,
****2,,"<div class=""comment-star star3""></div>",韩国朋友带回来的和这个比较，看包装截止生产日期钢印这个不清晰，里面的面膜，那个厚度明显高于这个，撕不断这个确薄的容易撕开，京东的化妆品我还是慎购好了。,2022-04-23 20:42:45.326,美白黑炭面膜10片,,2017-05-21 16:04,,
q***h,,"<div class=""comment-star star3""></div>",刚用上，看不出来效果，总感觉晚上用完，早上起来脸色有点发黑，不知道怎么回事,2022-04-23 20:42:45.424,【补水提亮】美白保湿黑面膜,,2020-10-24 08:44,,
扬***贝,PLUS会员,"<div class=""comment-star star3""></div>",精华太多了，感觉皮肤不难吸收的那么充分。敷完以后一定要洗脸才行，不然会阻塞毛孔呼吸,2022-04-23 20:42:45.528,美白黑炭面膜10片,,2017-09-08 21:30,,
****q,,"<div class=""comment-star star3""></div>",两盒就一个那么小的带着装着，袋子封口处都开了，我想应该是运输过程中挤压的没在意，打开看到里面的盒子就是这样的看图，感觉都是被揭开过的。有没有被换？我不知道为什么那个快递单怎么不贴在袋子的封口处，而是贴在袋子的中间？,2022-04-23 20:42:45.676,,美白黑炭面膜10片,,2017-09-26 00:23,
