用户名,会员,星级,评论,采集时间,类型1,类型2,评论时间1,评论时间2,评论时间3
枫***丶,PLUS会员,"<div class=""comment-star star3""></div>",不怎么好用，有点厚，用起来感觉脸上挂了一块饺子皮一样，效果也不太好。真实评价，前车之鉴…,2022-04-23 20:11:26.407,胶原蛋白面膜,,,,2019-08-22 22:42
****e,,"<div class=""comment-star star2""></div>",买了4盒！到家看了每盒都是打开的！不知道面膜有没有问题,2022-04-23 20:11:26.514,,【光滑弹嫩】胶原蛋白面膜,,2022-02-12 17:31,
X***猪,PLUS会员,"<div class=""comment-star star2""></div>",不建议购买，精华好少，膜布也不精致，敷在脸上拔干拔干的,2022-04-23 20:11:26.937,【光滑弹嫩】胶原蛋白面膜,,2021-05-03 21:56,,
M***苒,PLUS会员,"<div class=""comment-star star3""></div>",原液太少了，面膜有些地方都是干的。感觉不是正品。贴脸上干巴巴的，原液少不服贴。,2022-04-23 20:11:27.052,【提亮紧致】胶原蛋白面膜,,2020-11-04 07:21,,
g***A,,"<div class=""comment-star star3""></div>",本来以为双十一是最便宜的，没想到现在买有赠品送，心里不爽。,2022-04-23 20:11:27.163,【光滑弹嫩】胶原蛋白面膜,,2021-12-16 12:56,,
****f,,"<div class=""comment-star star3""></div>",东西收到了，物流很快，快递哥服务好，感觉面膜打开过一样，包装盒有撕烂的痕迹，封口胶带也有撕过的痕迹，不会是把东西换了吧，都不敢打开用了,2022-04-23 20:11:27.282,,胶原蛋白面膜10片,,2017-10-28 19:54,
打***友,,"<div class=""comment-star star3""></div>",黄色的干巴巴的，上脸也干巴巴，没有精华，,2022-04-23 20:11:27.392,【光滑弹嫩】胶原蛋白面膜,,2022-04-09 12:08,,
****7,,"<div class=""comment-star star2""></div>",为什么精华液那么少面膜那么容易干而且没有塑料膜使用感受：十五分钟就干在脸上,2022-04-23 20:11:27.514,【弹力紧致】胶原蛋白面膜,,,,2019-10-30 22:28
晚***3,,"<div class=""comment-star star2""></div>",感觉买到假的了和我在实体店买的不太一样，味道和实体店买的也不一样，精华也少,2022-04-23 20:11:27.630,【盈润光滑弹嫩】胶原蛋白面膜,,2021-02-02 19:36,,
****P,,"<div class=""comment-star star3""></div>",使用感受：感觉精华有点少，打开面膜有的地方还是干的！补水效果：感觉一般吧。,2022-04-23 20:11:27.761,【提亮紧致】胶原蛋白面膜,,2020-11-04 15:02,,
万***秀,PLUS会员,"<div class=""comment-star star3""></div>",这款面膜第一次用，感觉里面液体太少，很干，不是很喜欢，就是而论！,2022-04-23 20:11:27.878,,【光滑弹嫩】胶原蛋白面膜,,2021-04-18 12:16,
****飘,PLUS会员,"<div class=""comment-star star2""></div>",精华液挺多，但面膜纸的质量还是跟香港韩国买的不一样，贴起来没有原版的好贴。可能还是便宜的原因,2022-04-23 20:11:28.024,胶原蛋白面膜10片,,2018-04-19 07:43,,
****s,,"<div class=""comment-star star3""></div>",不咋地，一般般，不好用,2022-04-23 20:11:28.652,【弹力嫩滑】胶原蛋白面膜,,2022-04-21 17:40,,
T***4,PLUS会员,"<div class=""comment-star star3""></div>",感觉比较干，里面液体比较少，面膜纸比较厚，贴合度还是将就，效果不是很明显。,2022-04-23 20:11:28.746,,胶原蛋白面膜,,,
****7,,"<div class=""comment-star star2""></div>",使用感受：不知道是不是假货、之前用这个牌子的不过敏、这次买的用着过敏，脸上出了许多红疙瘩，还痒,2022-04-23 20:11:28.846,【提亮紧致】胶原蛋白面膜,,2020-11-05 22:44,,
Q***宁,PLUS会员,"<div class=""comment-star star2""></div>",使用感受：上脸会出现一小块一小块白色的不服帖每次都要把精华液从袋子里面挤出来在敷上去才感觉面膜上精华液多,2022-04-23 20:11:28.935,胶原蛋白面膜,,,,2019-09-19 20:51
a***r,PLUS会员,"<div class=""comment-star star2""></div>",不会回购，并不好用，精华比较少，一小会就干了,2022-04-23 20:11:29.024,【光滑弹嫩】胶原蛋白面膜,,2022-04-08 11:28,,
抽***1,,"<div class=""comment-star star3""></div>",物流倒是快，第二天就到了，就是这面膜会不会是假的哦，精华太少了，面膜拿出来就不是很水润，然后袋子里是一滴精华都没有，以前买的面膜从袋子里都能倒出好多精华,2022-04-23 20:11:29.112,胶原蛋白面膜,,,,2019-08-16 10:37
****q,,"<div class=""comment-star star3""></div>",真心觉得不是很好用。敷完第二天，没有觉得皮肤变好，还是干燥。还没有膜法世家的好用。不知道是不是因为是搞活动便宜买的，所以包装不怎么样，品质也不怎么样。会不会是假的???,2022-04-23 20:11:29.206,胶原蛋白面膜10片,,2017-10-02 23:04,,
****p,,"<div class=""comment-star star3""></div>",刚用一张，面膜的大小不合适本脸。拆开面膜还有地方是干的，没有液体浸泡的。包装袋里面也没有充足的液体。,2022-04-23 20:11:29.296,【莹润肌肤】胶原蛋白面膜,,,,2020-06-04 23:22
****9,PLUS会员,"<div class=""comment-star star3""></div>",快递还行，日期还行，外包装好的，里面的商品包装已经破了，还是打包送货，这个是不是太不严谨了，再忙也不能敷衍吧,2022-04-23 20:11:29.391,,【提亮紧致】胶原蛋白面膜,,2020-11-05 13:13,
肖***萍,,"<div class=""comment-star star3""></div>",除了蓝盒补水以外感觉其它款里面精华不多敷几分钟就干了不像蓝盒那么水汪汪精华,2022-04-23 20:11:29.515,,【弹力紧致】胶原蛋白面膜,,,
u***a,,"<div class=""comment-star star2""></div>",明显这次买的没有之前的好，面膜尺寸变大了，质感也变了，水也没之前多了，虽然搞活动买的，但是也希望能保持之前的品质吧，不然活动的时候也不敢买了。,2022-04-23 20:11:29.917,胶原蛋白面膜,,,,2019-04-15 22:20
****y,,"<div class=""comment-star star2""></div>",这个还行吧，有点失望，买了两盒，第一次发过来一个是开的，重量明显不对，申请售后马上给换新了，但是第二次发过来的更拉，挤。盒子直接是破掉的，而且感觉东西是发涨的，就是拿到手后还以为是打开的里面东西放多了呢。都把盒子撑开了。还能用吗？,2022-04-23 20:11:30.044,胶原蛋白面膜10片,,2017-11-26 18:05,,
p***m,,"<div class=""comment-star star3""></div>",没有以前的营养液多，然后面膜有压缩字母，和以前买的不一样，敷脸上没有以前那种特别水润的感觉，可能是面膜上营养液少了。,2022-04-23 20:11:30.149,胶原蛋白面膜,,,,2019-08-05 19:50
李***荣,,"<div class=""comment-star star3""></div>",用了之后才来评价的，也是看销量挺好才买的，但是实际用了才发现面膜有点干，精华液太少了，至于效果才用了一片没看出效果！,2022-04-23 20:11:30.262,胶原蛋白面膜,,,,2019-03-06 22:22
****0,,"<div class=""comment-star star3""></div>",上次在京东全球购买的面膜，有字母，面膜纸偏薄有弹力，这款自营的面膜偏厚没字母，没弹力，这款偏油！我都不确定是不是正品了。,2022-04-23 20:11:30.378,胶原蛋白面膜,,,,2018-12-12 15:14
f***0,,"<div class=""comment-star star3""></div>",不知道为什么销量那么好，用了两片，感觉不好用，用过以后脸上一点都不滑溜，还不如美即面膜好用。,2022-04-23 20:11:30.489,【提亮紧致】胶原蛋白面膜,,2020-09-28 00:05,,
****e,,"<div class=""comment-star star2""></div>",一直这家店买，都很好用，但这次特价买的完全不同，没有一点效果，坚持用了了几天还是一样，之前买的敷一片保湿，嫩滑效果超好，不知道自营店是怎么回事，没效果也不想再买了,2022-04-23 20:11:30.624,,【莹润肌肤】胶原蛋白面膜,,,
u***5,,"<div class=""comment-star star2""></div>",感觉是假的。同我之前店里买的相比，面膜上没有英文钢印，面膜材质也不一样，比较粗糙，大小明显要小一圈，整张脸不能完全覆盖。,2022-04-23 20:11:30.729,,胶原蛋白面膜10片,,2018-07-31 17:10,
****3,PLUS会员,"<div class=""comment-star star3""></div>",膜布不规则，整张脸贴不好，不是这里多了就是那里少了。精华水也一般。,2022-04-23 20:11:30.848,【光滑弹嫩】胶原蛋白面膜,,2021-07-25 16:31,,
淑***宝,PLUS会员,"<div class=""comment-star star3""></div>",这款面膜的好评我怀疑是刷的，面膜本身有点硬不是很服帖也不滑溜不舒服，然后精华液不多倒是清爽气味挺重的太香，用了好几片了效果看不出来什么也没有什么不舒服的地方，不过下次不会再回购这个牌子了,2022-04-23 20:11:30.986,【弹力紧致】胶原蛋白面膜,,,,2020-04-10 16:55
硕***子,PLUS会员,"<div class=""comment-star star2""></div>",和之前买的不一样，客服说是新包装随机发的，面膜纸上有钢印，但感觉面膜纸有点劣质打开好担心碎了，精华也很少，感觉还没敷脸上就干了，如果是正品我还是喜欢老包装，这个新包装有点接受不了,2022-04-23 20:11:31.416,胶原蛋白面膜,,,,2019-06-08 00:23
小***行,PLUS会员,"<div class=""comment-star star3""></div>",补水效果：说实话:我真的没有感觉有多少水分，可能是对他的期待太大了，感觉就是厚厚的一层湿布一样，没有那么多的精华,2022-04-23 20:11:31.510,【弹力紧致】胶原蛋白面膜,,,,2020-03-19 08:04
****u,,"<div class=""comment-star star2""></div>",这次的面膜味道跟之前买的不太一样，效果也没有以前好，我以前一用这个面膜脸就很嫩，这次的不知道为什么没有效果，而且明显味道不一样……,2022-04-23 20:11:31.602,胶原蛋白面膜10片,,2018-08-16 00:55,,
****f,PLUS会员,"<div class=""comment-star star2""></div>",面膜纸和之前的不一样，感觉不怎么样。。袋子里是特别的干净，用指头都够不到一丝精华。。。优点是发货快，物流快,2022-04-23 20:11:31.705,【盈润光滑弹嫩】胶原蛋白面膜,,2020-12-13 21:58,,
霞***7,PLUS会员,"<div class=""comment-star star3""></div>",纯补水面膜，唯一一点就是感觉香精加了很多，撕开就闻到好浓的香味，不太敢经常使用这款面膜。,2022-04-23 20:11:31.794,【盈润光滑弹嫩】胶原蛋白面膜,,2021-02-02 15:24,,
****B,,"<div class=""comment-star star3""></div>",一般吧，没有觉得特别的好，因为面膜很厚，加上没有塑料纸，面膜粘在一起不好打开，看起来很廉价的样子，不值这个钱，不过精华液挺多的，,2022-04-23 20:11:31.885,【弹力紧致】胶原蛋白面膜,,,,2020-02-21 15:36
正***_,,"<div class=""comment-star star3""></div>",没的说，一下买了两盒除了面膜的味道不一样之外贴完感觉都是一样的油腻腻的。不太好吸收，个人喜欢清爽型的。真假也不知道～总之，没想象中那么好！,2022-04-23 20:11:32.027,胶原蛋白面膜10片,,2018-01-29 01:23,,
l***g,PLUS会员,"<div class=""comment-star star3""></div>",产品质感：说实在话有点失望哦，感觉干干的使用感受：精华液有点少，面膜纸有点干补水效果：没什么特别的感觉贴合效果：面膜纸比较大，大脸的适合,2022-04-23 20:11:32.125,【弹力紧致】胶原蛋白面膜,,,,2020-03-12 21:49
人***6,,"<div class=""comment-star star3""></div>",用了很多年了，感觉越来越不好了，味道有点浓，精华液偏少。不知道还是不是原来的那配方？,2022-04-23 20:11:32.220,【提亮紧致】胶原蛋白面膜,,2020-11-16 18:10,,
****j,,"<div class=""comment-star star3""></div>",不好用规格也不对乳液太少了敷在脸上干巴巴的,2022-04-23 20:11:32.326,【光滑弹嫩】胶原蛋白面膜,,2021-11-12 11:35,,
p***j,PLUS会员,"<div class=""comment-star star3""></div>",活动价买的还算便宜，之前用的都是蓝色的，想试试这一款结果是真的不好用，不知道是不是库存货，精华液是真的少，面膜也比较干，贴合质感都相当一般因为液体是真的少，下次不会再购这一款，客观讲还不如同期买的一叶子好用,2022-04-23 20:11:32.742,,【弹力紧致】胶原蛋白面膜,,,
****1,,"<div class=""comment-star star3""></div>",我不知道你们有没有感觉，反正我感觉不好，没之前买得好，还以为捡到便宜呢，，，，结果质量不好，精华特别少，唉我还买了3大盒，想哭,2022-04-23 20:11:32.850,,胶原蛋白面膜,,,
僵***鱼,PLUS会员,"<div class=""comment-star star3""></div>",用了一次，没什么感觉，就是里面的水没有之前用的那款多，然后就是味道怪怪的，闻起来像放了很久没用的湿毛巾,2022-04-23 20:11:32.974,【盈润光滑弹嫩】胶原蛋白面膜,,2020-12-12 20:15,,
q***0,PLUS会员,"<div class=""comment-star star3""></div>",回购好多次了。每次都是赶上满199减100了下单，拍两盒。最近感觉，好像每次给我发过来的两盒，总是一盒好用，另一盒怪怪的。其中一盒的面膜纸厚度均匀，有质感，另一盒的面膜纸稀稀拉拉，甚至都不成型。不知道其中是不是有好坏掺卖的嫌疑，除了第一次两盒都比较好用，所以我才会回购，之后的两三次好像都是我上面说的这种情况。,2022-04-23 20:11:33.090,胶原蛋白面膜10片,,2018-02-10 12:00,,
****8,,"<div class=""comment-star star3""></div>",不是第一次买他们家面膜了，不知道这次的面膜是怎么回事，里面面膜纸都都没有被精华液浸透，中间有一大部分都是干吧的，精华液也少，跟以前比不上一个量，是产品质量退后了嘛？,2022-04-23 20:11:33.198,【光滑弹嫩】胶原蛋白面膜,,2021-05-20 20:55,,
z***7,,"<div class=""comment-star star3""></div>",我是孕妈，痘痘肌肤。这款面膜用了两张，效果不辣么明显。敷完之后，拍打吸收比较慢，感觉比较黏。觉得皮肤不透气～并没有像别的买家说用完之后脸上Q弹的效果～,2022-04-23 20:11:33.307,胶原蛋白面膜10片,,2017-05-27 17:36,,
朱***8,,"<div class=""comment-star star2""></div>",精华液真的好少，贴到脸上有三分钟都没有了。一分价格一分货，姐妹们避雷,2022-04-23 20:11:33.433,【光滑弹嫩】胶原蛋白面膜,,2022-03-09 20:45,,
n***g,PLUS会员,"<div class=""comment-star star2""></div>",双十一买的，用第一盒的时候每片都有一点儿干了的地方，想着可能是偶然，退换也麻烦，第二盒还是一样有发干的地方，将就用了懒得退,2022-04-23 20:11:33.554,【盈润光滑弹嫩】胶原蛋白面膜,,2021-01-01 18:06,,
喂***好,PLUS会员,"<div class=""comment-star star3""></div>",这款肌膜个人不太喜欢，主要是香精太多了，香味太浓，影响整体感受。,2022-04-23 20:11:33.671,【光滑弹嫩】胶原蛋白面膜,,2021-08-03 11:52,,
F***精,PLUS会员,"<div class=""comment-star star2""></div>",产品质感：中规中矩使用感受：面膜是干了吗？精华液呢？适合肤质：都适合吧补水效果：面膜都干了还补啥水贴合效果：面膜纸太大其他特色：听说这个挺好才买了，是放的时间太久了吗还是怎么回事，没有多少精华液，贴上干巴巴的，十分钟就干了，咋补水？不好，要是真的就这样那就是不好！,2022-04-23 20:11:33.806,【弹力紧致】胶原蛋白面膜,,,,2020-02-19 12:56
