用户名,会员,星级,评论,类型1,类型2,评论时间1,评论时间2,采集时间,评论时间3
****P,,"<div class=""comment-star star5""></div>",面膜拿到就用了，很多精华液，特别补水,深层补水【水润安瓶面膜】,,2021-11-01 16:37,,2022-04-24 10:52:49.378,
鹤***客,PLUS会员,"<div class=""comment-star star5""></div>",很好，很管用，很安全，物流很快,,,,,2022-04-24 10:52:49.780,
蟹***O,,"<div class=""comment-star star5""></div>",补水效果不错，不油腻，很清爽。,,,,,2022-04-24 10:52:49.840,
懒***娃,PLUS会员,"<div class=""comment-star star5""></div>",很满意物超所值送货特别快服务态度好,,,,,2022-04-24 10:52:49.907,
江***衣,PLUS会员,"<div class=""comment-star star5""></div>",这款面膜包装非常好，用起来真的非常舒服；香气也非常好的，我跟家人一起用，用过之后觉得效果都非常好，摸起来脸爽滑的很，非常舒服。,,深层补水【水润安瓶面膜】,,2022-02-23 21:54,2022-04-24 10:52:49.956,
****h,PLUS会员,"<div class=""comment-star star5""></div>",自己用的好又给朋友买了6盒，她也觉得很不错。下次再回购哦。,,,,,2022-04-24 10:52:50.003,
u***x,,"<div class=""comment-star star5""></div>",这个品牌的几个款式都买过来是一次，很不错呢,,深层补水【水润安瓶面膜】,,2022-01-16 17:30,2022-04-24 10:52:50.052,
s***9,,"<div class=""comment-star star5""></div>",东西很好很便宜。京东物流真是太赞了。为快递小哥点赞,,,,,2022-04-24 10:52:50.103,
****5,PLUS会员,"<div class=""comment-star star5""></div>",面膜好用，己经好几次买了，水份很足！,,,,,2022-04-24 10:52:50.151,
路***话,PLUS会员,"<div class=""comment-star star5""></div>",还没用但是物流速度挺快听媳妇儿说这个牌子还不错补水效果超好,,深层补水【水润安瓶面膜】,,2022-03-08 20:53,2022-04-24 10:52:50.201,
小***7,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：特别服帖补水效果：凑合适合肤质：都适合,,,,,2022-04-24 10:52:50.257,
萌***2,,"<div class=""comment-star star5""></div>",很润，很补水，不错不错，快递也很给力,,,,,2022-04-24 10:52:50.691,
b***i,,"<div class=""comment-star star5""></div>",这些年一直选了很多牌子的面膜，但是这个是回购率最高的,,,,,2022-04-24 10:52:50.737,
****a,,"<div class=""comment-star star5""></div>",补水效果很好，比蓝色盒子的更补水,,,,,2022-04-24 10:52:50.778,
****u,PLUS会员,"<div class=""comment-star star5""></div>",超级补水，已经是多次购买了，以后还会继续支持,,,,,2022-04-24 10:52:50.824,
****b,PLUS会员,"<div class=""comment-star star5""></div>",补上效果超好，使用后肌肤水润光滑,,,,,2022-04-24 10:52:50.871,
****○,PLUS会员,"<div class=""comment-star star5""></div>",补水效果非常好，敏感肌用着很舒服,,深层补水【水润安瓶面膜】,,2021-11-12 20:15,2022-04-24 10:52:50.914,
u***r,PLUS会员,"<div class=""comment-star star5""></div>",物流很快，包装完好，买完第二天就降价，退货再回购。,,深层补水【水润安瓶面膜】,,2021-11-11 00:06,2022-04-24 10:52:50.954,
x***1,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔Mediheal水润舒缓安瓶面膜很好用,,,,,2022-04-24 10:52:50.996,
小***y,PLUS会员,"<div class=""comment-star star5""></div>",面膜一如既往用完瞬间光滑超补水,,,,,2022-04-24 10:52:51.039,
****v,,"<div class=""comment-star star5""></div>",每次都买这个牌子嘻嘻因为很棒，补水保湿！,,,,,2022-04-24 10:52:51.086,
****R,PLUS会员,"<div class=""comment-star star5""></div>",非常好用，服帖，很补水,,深层补水【水润安瓶面膜】,,2021-11-30 20:16,2022-04-24 10:52:51.496,
****3,PLUS会员,"<div class=""comment-star star5""></div>",经常回购的一套面膜，物美价廉，而且效果也不错，忠实粉丝,,,,,2022-04-24 10:52:51.549,
****z,,"<div class=""comment-star star5""></div>",一次买了很多，摊下来还真是巨便宜，反正要用的就多囤点了,,,,,2022-04-24 10:52:51.622,
u***5,PLUS会员,"<div class=""comment-star star5""></div>",第一次购买效果太好了特别保湿水润大爱,,,,,2022-04-24 10:52:51.668,
****z,PLUS会员,"<div class=""comment-star star5""></div>",宝贝收到了，特别好看，每次都在京东买的，好评,,,,,2022-04-24 10:52:51.721,
K***2,PLUS会员,"<div class=""comment-star star5""></div>",补水保湿提亮肤色，补水效果很好,,,,,2022-04-24 10:52:51.778,
****z,PLUS会员,"<div class=""comment-star star5""></div>",收到货了很喜欢很湿润补水效果好,,深层补水【水润安瓶面膜】,,2021-11-11 10:48,2022-04-24 10:52:51.850,
时***凉,,"<div class=""comment-star star5""></div>",包装精美，面膜也很好用，补水保湿,,,,,2022-04-24 10:52:51.921,
香***溢,PLUS会员,"<div class=""comment-star star5""></div>",京东快递就是快，上午下单下午就收到货了，无论是购物还是价格还是速度京东都是第一，五星好评，这个面膜收到了，大品牌值得信赖，用后还会再来,,新品【透亮保湿】水润安瓶面膜,,2021-09-26 13:15,2022-04-24 10:52:51.972,
小***哟,PLUS会员,"<div class=""comment-star star5""></div>",很喜欢，用着很清爽，没有不舒适的感觉，不错，会回购,,新品【透亮保湿】水润安瓶面膜,,2021-06-03 08:16,2022-04-24 10:52:52.035,
j***6,PLUS会员,"<div class=""comment-star star5""></div>",有活动买的非常划算，之前就用过这个牌子感觉还不错。,,深层补水【水润安瓶面膜】,,2022-02-05 23:57,2022-04-24 10:52:52.479,
润***息,PLUS会员,"<div class=""comment-star star5""></div>",质量非常好，非常漂亮，非常好，非常漂亮，非常好,,,,,2022-04-24 10:52:52.529,
b***l,,"<div class=""comment-star star5""></div>",确实很好用已经回购很多次了强推！！！！,,深层补水【水润安瓶面膜】,,2021-12-22 00:09,2022-04-24 10:52:52.576,
人***远,PLUS会员,"<div class=""comment-star star5""></div>",这一款补充效果也很棒哦，一整盒都用完了。,,,,,2022-04-24 10:52:52.623,
w***3,PLUS会员,"<div class=""comment-star star5""></div>",敏感肌肤的大爱，补水效果杜杠的,,深层补水【水润安瓶面膜】,,2022-01-21 11:24,2022-04-24 10:52:52.668,
j***i,,"<div class=""comment-star star5""></div>",妈妈用，补水效果不错，很舒缓,,,,,2022-04-24 10:52:52.716,
****w,,"<div class=""comment-star star5""></div>",很补水啊，一次囤了几个月大量。升级后越来越好,,,,,2022-04-24 10:52:52.755,
s***么,PLUS会员,"<div class=""comment-star star5""></div>",补水效果特别好，送的洗面奶也不错，满意,,,,,2022-04-24 10:52:52.800,
w***6,,"<div class=""comment-star star5""></div>",搞活动价格便宜，效果也很好，值得购买！,,,,,2022-04-24 10:52:52.845,
****2,PLUS会员,"<div class=""comment-star star5""></div>",补水效果超级好，满意的不得了，喜欢超级喜欢,,,,,2022-04-24 10:52:52.895,
****h,PLUS会员,"<div class=""comment-star star5""></div>",京东自营商品物美价廉，快递神速，是多年来坚定的选择。。,,,,,2022-04-24 10:52:53.326,
****9,PLUS会员,"<div class=""comment-star star5""></div>",面膜保水性特别好也很保湿，，推荐购买,,深层补水【水润安瓶面膜】,,2022-01-25 21:24,2022-04-24 10:52:53.381,
****g,PLUS会员,"<div class=""comment-star star5""></div>",偶然看到有活动了，感觉真是挺划算的，物流速度很快！,,,,,2022-04-24 10:52:53.438,
u***h,,"<div class=""comment-star star5""></div>",光是买下了，还没用，五星只给快递！会追评！,,新品【透亮保湿】水润安瓶面膜,,2021-08-02 10:54,2022-04-24 10:52:53.491,
不***t,,"<div class=""comment-star star5""></div>",很好产品质感：好使用感受：好,,,,,2022-04-24 10:52:53.539,
浪***途,PLUS会员,"<div class=""comment-star star5""></div>",很喜欢，很实惠，价格美丽，品质有保证，特别棒！个人感觉非常好，性价比很高！！！！,,,,,2022-04-24 10:52:53.589,
高***霞,,"<div class=""comment-star star5""></div>",之前就用美迪惠尔，很便宜，补水效果很好,,,,,2022-04-24 10:52:53.640,
小***Z,PLUS会员,"<div class=""comment-star star5""></div>",美迪惠尔好用的，很水润,,新品【透亮保湿】水润安瓶面膜,,2021-05-19 12:55,2022-04-24 10:52:53.692,
梅***6,PLUS会员,"<div class=""comment-star star5""></div>",很多年都是这个品牌，一直很喜欢，这款买来试用一下，,,,,,2022-04-24 10:52:53.749,
****x,,"<div class=""comment-star star5""></div>",以前一直用他家补水的，这次尝试一下其他的，物流很快,,深层补水【水润安瓶面膜】,,2021-11-22 15:02,2022-04-24 10:52:53.803,
****1,PLUS会员,"<div class=""comment-star star5""></div>",用了一段时间，效果很好，我是第二次购买了,,,,,2022-04-24 10:52:54.219,
j***9,PLUS会员,"<div class=""comment-star star5""></div>",这牌子真的好用，经济实惠。定期回购款，产品日期也很新。,,,,,2022-04-24 10:52:54.267,
x***9,PLUS会员,"<div class=""comment-star star5""></div>",非常喜欢这款面膜的味道，很好闻,,,,,2022-04-24 10:52:54.306,
****B,PLUS会员,"<div class=""comment-star star5""></div>",东西特别好~回购很多次了，又快又好~！值得信赖！,,,,,2022-04-24 10:52:54.360,
l***馨,PLUS会员,"<div class=""comment-star star5""></div>",双十一趁着活动买的，价格很合适，送货速度也很给力！,,,,,2022-04-24 10:52:54.411,
****a,PLUS会员,"<div class=""comment-star star5""></div>",不错哦宝贝可以很好的补水价格实惠,,,,,2022-04-24 10:52:54.465,
老***克,PLUS会员,"<div class=""comment-star star5""></div>",膜布不错，吸收的也挺快，很服帖！,,深层补水【水润安瓶面膜】,,2021-11-16 09:19,2022-04-24 10:52:54.510,
****6,,"<div class=""comment-star star5""></div>",保湿效果杠杠的，适合这个季节，特别好。,,,,,2022-04-24 10:52:54.552,
****h,PLUS会员,"<div class=""comment-star star5""></div>",很好，一直在用，双十一价格优惠，会回购。,,,,,2022-04-24 10:52:54.594,
y***克,PLUS会员,"<div class=""comment-star star5""></div>",一如既往支持信赖京东，用起来非常看！,,,,,2022-04-24 10:52:54.644,
m***g,PLUS会员,"<div class=""comment-star star5""></div>",搞活动买的，价格很合适，用过后很滋润,,,,,2022-04-24 10:52:55.074,
康***k,PLUS会员,"<div class=""comment-star star5""></div>",性比价很高天气干燥隔一天就要用一次,,,,,2022-04-24 10:52:55.120,
****1,,"<div class=""comment-star star5""></div>",价格优惠，送货快，保湿补水效果非常好,,,,,2022-04-24 10:52:55.175,
****e,,"<div class=""comment-star star5""></div>",效果很好，一直大爱，这次11多屯了几盒,,,,,2022-04-24 10:52:55.224,
k***y,PLUS会员,"<div class=""comment-star star5""></div>",水润，保湿效果很好！不刺激,,,,,2022-04-24 10:52:55.273,
L***茜,PLUS会员,"<div class=""comment-star star5""></div>",真的挺好用的，补水效果特别好,,,,,2022-04-24 10:52:55.333,
豆***0,PLUS会员,"<div class=""comment-star star5""></div>",非常好用，经常用无数次的回购。618活动。非常便宜，京东物流方便快捷。,,,,,2022-04-24 10:52:55.394,
w***4,,"<div class=""comment-star star5""></div>",里面有个正品验证小贴士，很贴心，包装完好。活动力度大大的，用好了还会再来,,新品【透亮保湿】水润安瓶面膜,,2021-09-27 13:10,2022-04-24 10:52:55.448,
u***v,PLUS会员,"<div class=""comment-star star5""></div>",面膜补水效果很好，用完水水的,,,,,2022-04-24 10:52:55.500,
大***5,PLUS会员,"<div class=""comment-star star5""></div>",非常不错很喜欢，买过很多次了，下次还会卡卡西回购。,,,,,2022-04-24 10:52:55.565,
还***x,PLUS会员,"<div class=""comment-star star5""></div>",非常好用，快的速度是很快，值得购买。,,,,,2022-04-24 10:52:55.993,
r***e,,"<div class=""comment-star star5""></div>",水分非常充足，非常水润的感觉,,深层补水【水润安瓶面膜】,,2022-01-07 21:45,2022-04-24 10:52:56.042,
小***O,PLUS会员,"<div class=""comment-star star5""></div>",很不错的面膜，物美价廉。已经买过好多次了，每次有活动都多买几盒，备用，不错,,新品【透亮保湿】水润安瓶面膜,,2021-05-26 11:35,2022-04-24 10:52:56.087,
右***羊,PLUS会员,"<div class=""comment-star star5""></div>",活动价格买实惠，京东送货很快。,,深层补水【水润安瓶面膜】,,2022-02-16 19:58,2022-04-24 10:52:56.154,
不***贝,,"<div class=""comment-star star5""></div>",补水神器，很好用，敷完水润,,深层补水【水润安瓶面膜】,,2021-11-15 09:40,2022-04-24 10:52:56.197,
****P,PLUS会员,"<div class=""comment-star star5""></div>",物美价廉质量好发货快效果也不错,,,,,2022-04-24 10:52:56.238,
艳***呦,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：很不错一直在回购。,,,,,2022-04-24 10:52:56.289,
****k,PLUS会员,"<div class=""comment-star star5""></div>",每次都是几盒几盒这样的买，非常补水，吸收效果特别好,,深层补水【水润安瓶面膜】,,2021-11-14 16:56,2022-04-24 10:52:56.333,
菠***包,PLUS会员,"<div class=""comment-star star5""></div>",质量不错，很划算，京东买东西物流很快。隔天到的。,,,,,2022-04-24 10:52:56.382,
李***复,PLUS会员,"<div class=""comment-star star5""></div>",物流一如既往的很快，一直都是选择京东自营产品！,,,,,2022-04-24 10:52:56.427,
****f,,"<div class=""comment-star star5""></div>",已经是已经是第二次购买了，质量很好，价格也实惠,,,,,2022-04-24 10:52:56.825,
****p,,"<div class=""comment-star star5""></div>",这是第2次购买。效果很好。下次还会来。,,,,,2022-04-24 10:52:56.875,
曦***0,PLUS会员,"<div class=""comment-star star5""></div>",清清爽爽很舒服，补水效果还行,,新品【透亮保湿】水润安瓶面膜,,2021-10-10 10:14,2022-04-24 10:52:56.937,
北***1,PLUS会员,"<div class=""comment-star star5""></div>",很好用呀推荐购买哈哈,,新品【透亮保湿】水润安瓶面膜,,2021-06-17 18:09,2022-04-24 10:52:56.993,
z***0,PLUS会员,"<div class=""comment-star star5""></div>",很好很好很好，相信京东一直放心购,,,,,2022-04-24 10:52:57.052,
小***J,PLUS会员,"<div class=""comment-star star5""></div>",买了很多次了，感觉补水效果杠杠的,,,,,2022-04-24 10:52:57.102,
****r,PLUS会员,"<div class=""comment-star star5""></div>",4盒超级划算，补水效果还可以,,深层补水【水润安瓶面膜】,,2022-02-25 11:24,2022-04-24 10:52:57.152,
s***e,PLUS会员,"<div class=""comment-star star5""></div>",小妖怪喜欢的，而且越来越妖，非常不错,,,,,2022-04-24 10:52:57.205,
****f,,"<div class=""comment-star star5""></div>",非常补水……特别喜欢好评,,,,,2022-04-24 10:52:57.256,
