用户名,会员,星级,评论,类型1,评论时间1,类型2,评论时间2,采集时间,评论时间3
J***0,PLUS会员,"<div class=""comment-star star5""></div>",又买了三盒，这款特别好用，补水效果很好，这回京东有活动，很划算，值得购买，特别推荐,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:14.609,
陈***喵,PLUS会员,"<div class=""comment-star star5""></div>",第一次买这个品牌的面膜，年龄30+了，是该认真护肤了，看到评价很不错才买，用了个把月了，一个星期两次，精华很多，都是干了还可以敷两次，用完脸上皮肤超嫩，第二天一整天都感觉清爽，做面膜真的要坚持才能看到效果。,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-17 19:14,2022-04-23 20:05:14.648,
R***B,PLUS会员,"<div class=""comment-star star5""></div>",使用感受：精华很多很浓用上将近三十分钟依然精华很足适合肤质：敏感肌肤也能用补水效果：很不错用后皮肤很光滑水嫩,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:05:14.686,
****c,PLUS会员,"<div class=""comment-star star5""></div>",贴合效果：挺薄的，经常用这款面膜适合肤质：挺适合我混干皮的，没什么刺激的感觉补水效果：很补水啊，就是看上补水效果了使用感受：夏天敷个面膜凉凉的特别舒服，而且优惠力度很大，性价比很高了，很适合学生党了，真的喜欢，用完还会回购的，赶紧买买买买买吧！,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-12 10:21,2022-04-23 20:05:14.726,
l***4,,"<div class=""comment-star star5""></div>",真的很好哦！真心好用！下次还会购买的！一直都是用的这个品牌，虽然只用过一次，但是我本人感觉还不错，敷在脸上的时候，冰冰凉凉的，然后不放在冰箱里面的话，时间长了，水分会很干，敷在脸上没有刚开始买回来的时候，水分持续的久。,,,毛孔紧致黑炭面膜10片,2017-09-21 10:42,2022-04-23 20:05:14.774,
z***1,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：是正品对于我这种敏感肌来说不过敏非常好使用感受：使用完感觉皮肤干净了很多回购了无数次这次是给妹妹买的适合肤质：我是敏感油性痘痘皮肤很适合我补水效果：补水效果不错贴合效果：贴合效果很好本人脸大。哈哈哈其他特色：物流速度太快了昨天晚上九点多下单今天中午就到了。真是厉害,,,【紧致肌肤】毛孔紧致黑面膜,2020-08-26 11:08,2022-04-23 20:05:14.815,
****4,,"<div class=""comment-star star5""></div>",美迪惠尔的面膜和眼膜回购无数次了，好评好评好评，超保湿的，精华液也够用，种类也很多，眼膜一样好用的,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:14.859,
大***林,PLUS会员,"<div class=""comment-star star5""></div>",我已经收到货很久了，但一直没来评价，也是想用用再说。也是第一次用这款面膜，才用了一片，总体来说，比那个粉的好用，精华比较多，但我的脸比较小，所以每次都很难找到适合自己脸型的，面膜边边都空出来好多。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:14.916,
1***h,PLUS会员,"<div class=""comment-star star5""></div>",用了两片才来评价的，用完后，肤质滑滑的，共买了三盒，这款主要做去黑头用，很好用,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:15.351,
****3,,"<div class=""comment-star star5""></div>",面膜太小了，水还是挺多的，图案也很可爱面膜太小了，水还是挺多的，图案也很可爱面膜太小了，水还是挺多的，图案也很可爱,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:15.415,
****x,PLUS会员,"<div class=""comment-star star5""></div>",数次回购，用的效果很好，尤其是我皮肤有点干燥，补水以后感觉很舒服！,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-06 19:11,2022-04-23 20:05:15.478,
p***啦,PLUS会员,"<div class=""comment-star star5""></div>",已经是查不清次数的回购了。哈哈。老公也喜欢用这款，补水款堪称经典，顺便也会来点黑面膜哈哈，收缩收缩毛孔，美迪惠儿的面膜是从第一次用就彻底喜欢上的面膜。这次还推荐给了婆婆，她老人家也很喜欢哈哈。价位也可以的质量很好呦。亲亲可以入手呦。,【紧致细腻】毛孔紧致黑面膜,,,,2022-04-23 20:05:15.531,2019-11-16 13:59
u***1,,"<div class=""comment-star star5""></div>",趁活动一次买了五盒，很划算，第一次用，补水效果很好，精华液很多，用完第二天早上起来脸很润,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:15.608,
R***B,PLUS会员,"<div class=""comment-star star5""></div>",一直用韩国的可莱丝面膜，它的精华很多很浓，是国内很多面膜不能比的，即使敷面将近30分钟，依然还是很水嫩的，用后效果不错。,,,【紧致细腻】毛孔紧致黑炭面膜,,2022-04-23 20:05:15.664,
u***r,,"<div class=""comment-star star5""></div>",产品质感：超薄，更贴服使用感受：特别水润，美白适合肤质：所有肤质都好用，我是超级敏感肌，用着感觉特别好补水效果：超赞贴合效果：百分百贴合,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:15.731,
唐***1,PLUS会员,"<div class=""comment-star star5""></div>",好评，用起来凉凉的，效果很好，感觉皮肤确实好了很多，精华也很多,,,毛孔紧致黑炭面膜10片,2017-12-30 21:20,2022-04-23 20:05:15.785,
****C,,"<div class=""comment-star star5""></div>",适合肤质：因为我是混合性肤质，毛孔偏粗，也是很久没用面膜了，所以我选了一款毛孔紧致面膜。但愿我会喜欢上这一款，只要正品的韩国产品我一直很支持！,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-15 13:09,2022-04-23 20:05:15.839,
暖***5,PLUS会员,"<div class=""comment-star star5""></div>",双十一大抢购哈，买了一箱面膜，虽然赶上物流高峰期，理解理解，这个美迪惠尔面膜我是第一次购买啦，具体效果很期待哈。而且这次促销力度大，所以买了好多。优秀～,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:15.903,
平***天,PLUS会员,"<div class=""comment-star star5""></div>",已经多次回购这款面膜，面膜收到了，很好用，不刺激皮肤。,,,【清洁收缩毛孔】毛孔紧致黑面膜,2021-01-08 15:19,2022-04-23 20:05:16.356,
C***5,PLUS会员,"<div class=""comment-star star5""></div>",非常喜欢这款面膜，双十一太优惠，四盒才花平时一盒的钱。平时用的蓝色包装那款，补水效果很好！这次各种功能效果的囤货，使用后追评！,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-10 17:44,2022-04-23 20:05:16.398,
u***n,PLUS会员,"<div class=""comment-star star5""></div>",速度给力早上下单下午就收到，晚上就用起来了，面膜质量很好，滋润皮肤，坚持使用一定会有效果,,,毛孔紧致黑炭面膜10片,2017-07-12 23:46,2022-04-23 20:05:16.435,
-***-,PLUS会员,"<div class=""comment-star star5""></div>",面膜就不用说了，肯定是好用的，做活动的时候又囤了好多货，很划算哦，京东自营不错的，但愿越做越好！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:16.483,
****m,,"<div class=""comment-star star5""></div>",一直用着这个牌子的面膜，补水很重要，感觉还不错呢，趁这次搞活动多买了一些，应该能用一段时间了，快递超棒,,,毛孔紧致黑炭面膜10片,2018-06-16 21:22,2022-04-23 20:05:16.528,
****S,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：質感好使用感受：很適合我女朋友，他很喜欢适合肤质：適合女朋友肤质补水效果：补水效果好贴合效果：貼合效果佳其他特色：我女朋友非常喜欢非常適合他，我下次還會再買，非一直買下去。,,,【紧致肌肤】毛孔紧致黑面膜,2020-09-14 01:10,2022-04-23 20:05:16.580,
****8,PLUS会员,"<div class=""comment-star star5""></div>",挺好用的一款产品，补水效果很好，有活动的时候价格也划算，一次买好几盒屯着，慢慢用，物流很快，日期也很近，应该会继续回购的。,,,【收缩毛孔】毛孔紧致黑面膜,2021-07-05 23:06,2022-04-23 20:05:16.622,
遇***一,,"<div class=""comment-star star5""></div>",产品质感：包装很好，使用感受：淡淡的香味，用完皮肤很水润补水效果：补水效果杠杠的,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:16.661,
z***1,PLUS会员,"<div class=""comment-star star5""></div>",效果很好趁着活动囤了八盒适合敏感肌自己皮肤容易过敏选择护肤品很慎重主要是补水我觉得夏天用能起到补水效果就很好了不要求太多总之相信京东物流速度超级快一天就到了很满意的购物会回购的,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-19 12:32,2022-04-23 20:05:16.709,
小***頔,PLUS会员,"<div class=""comment-star star5""></div>",你一定能看到我连发好几条评论了，因为我买了好多这个面膜，搞活动的时候买啊，超级划算。每一款都不踩雷，很好用的，敏感肌也没有问题的。,,,【紧致肌肤】毛孔紧致黑面膜,2020-11-22 19:37,2022-04-23 20:05:16.756,
柚***e,,"<div class=""comment-star star5""></div>",美迪惠尔的面膜一直在用，很补水，精华很多，会一如既往的用下去。但是第一次用她们家的黑面膜，暂时还没什么效果。,,,毛孔紧致黑炭面膜10片,2018-03-13 19:34,2022-04-23 20:05:17.156,
L***G,,"<div class=""comment-star star5""></div>",面膜很滋润，里面的液体很柔滑，刚敷上就感觉不错，一直就用两款面膜，森田和可莱丝，现在这个美迪惠尔也是不错的。,,,毛孔紧致黑炭面膜10片,2017-11-15 19:32,2022-04-23 20:05:17.208,
****吖,PLUS会员,"<div class=""comment-star star5""></div>",买了一盒黑膜，三盒补水，作为面膜界的老网红，赢得了很多人的认可呀，我就是其中一个，非常好，第一次在京东买这个牌子的面膜，自营的用着也放心，不用担心买到A，回购是一定的啦，这个面膜我觉得敏感肌也可以用，我就是轻微敏感，没有过敏,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-10 11:45,2022-04-23 20:05:17.262,
****r,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：产品挺薄的，贴合度很高，才用了一片，补水效果挺好的,,,【紧致肌肤】毛孔紧致黑面膜,2020-06-24 11:32,2022-04-23 20:05:17.312,
z***5,PLUS会员,"<div class=""comment-star star5""></div>",收到了，使用效果挺好的，产品品质感也不错，补水效果很好，水分也很大，适合各种皮肤，用了好久才评价的，差了真假是真的，贴合效果特别好，真的一次特别满意的购物，一直都相信京东上的产品，下次还会再来的，物流也很给力,,,【紧致细腻】毛孔紧致黑面膜,,2022-04-23 20:05:17.373,
u***u,,"<div class=""comment-star star5""></div>",敷过感觉很舒服，淡淡的香味，刚开始用，效果还没看见，应该挺好的。,,,毛孔紧致黑炭面膜10片,2017-06-14 20:07,2022-04-23 20:05:17.431,
饭***妈,PLUS会员,"<div class=""comment-star star5""></div>",正品哦，价格实惠，三件五折时候买的，一核算比家门口小店卖的还便宜，最重要的是保真呀！包装精致就不说了，打开内容物，满满的精华液，敷上20分钟也不会觉得干。每天做一片面膜代替精华素，省钱不说，效果还杠杠的。,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:17.480,
姚***铠,PLUS会员,"<div class=""comment-star star5""></div>",这是无限循环的回购的面膜，很贴合，每个颜色都好用，每个颜色都一次性囤很多。最主要的是价格实惠，每天晚上都可以贴，也不心疼。哈哈,,,【收缩毛孔】毛孔紧致黑面膜,2022-01-17 20:22,2022-04-23 20:05:17.540,
零***5,PLUS会员,"<div class=""comment-star star5""></div>",物流很快，包装的很好。之前用过美迪惠尔的保湿补水面膜，感觉效果还不错，这次购买了这款毛孔紧致黑面膜，收缩一下面部皮肤的毛孔，希望有效果。,,,【收缩毛孔】毛孔紧致黑面膜,2021-11-23 17:20,2022-04-23 20:05:17.606,
****玉,PLUS会员,"<div class=""comment-star star5""></div>",这个面膜很好，水很多，味道也不刺鼻，用起来效果还不错，一直都在用，买了好几种，搭配着用，京东的物流真的很好，很快，服务好。售后也没得说，很细心有问必答，会一直支持京东，一直在用京东，也一直在用这个面膜，以后会一如既往的支持京东！！！,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:17.665,
L***失,,"<div class=""comment-star star5""></div>",面膜挺好的，面膜纸服帖，不粘好吸收，保湿补水，敷完几次后再来评价的，肌肤再次充满弹性，很赞！！喜欢这个牌子的面膜。,,,毛孔紧致黑炭面膜10片,2017-10-25 16:24,2022-04-23 20:05:18.111,
****o,PLUS会员,"<div class=""comment-star star5""></div>",这款最好用，补水很好的，而且做活动有优惠，价格合适，性价比很高呢，这次买了四盒，能用一段时间,,,【清洁收缩毛孔】毛孔紧致黑面膜,2020-12-18 16:52,2022-04-23 20:05:18.165,
旖***7,PLUS会员,"<div class=""comment-star star5""></div>",产品质感：蚕丝面膜服帖使用感受：方便适合肤质：任何皮肤补水效果：补水效果很好贴合效果：服帖其他特色：价格不贵，平民消费,,,毛孔紧致黑炭面膜,,2022-04-23 20:05:18.204,
